vtd_2020,vtd_2024,percent_intersection
2402504-005,2402504-004,0.16667768439350175
2402504-005,2402504-006,0.4724653716909174
2402504-005,2402504-007,0.20468478200683105
2402504-005,2402504-005,0.15617215717403435
2402504-003,2402504-001,0.8722746687089193
2402504-003,2402504-003,0.12730399986691385
2402504-002,2402504-006,0.999999987
2402502-007,2402502-006,0.9999997930692047
2402506-004,2402506-001,0.9999280054065125
2402503-020,2402503-007,0.9999999791878316
2402503-006,2402503-009,0.999999979
2402504-001,2402504-004,0.964151819
2402504-001,2402504-005,0.035848161
2402504-004,2402504-003,0.9999999899132603
2402504-006,2402504-002,0.9851763771612987
2402504-006,2402504-003,0.014823602664116906
2402503-002,2402503-008,0.9999999716583834
2402503-017,2402503-016,0.9999999636996493
2402503-019,2402503-006,0.8920692991920508
2402503-019,2402503-001,0.093512638
2402503-019,2402503-012,0.014418046634458073
2402503-012,2402503-016,0.9971931283189577
2402503-011,2402503-011,0.9999999
2402504-007,2402504-005,0.9999999565418302
2402503-016,2402503-015,0.9999999274880523
2402503-023,2402503-013,0.9999999379553004
2402506-005,2402506-003,0.9999998673515736
2402503-021,2402503-017,0.9999999246343859
2402505-002,2402505-001,0.9999999961590277
2402505-001,2402505-002,0.9996461947058615
2402505-003,2402505-001,0.9998733891696011
2402503-015,2402503-006,0.9999999809427098
2402503-027,2402503-012,0.9999999501675796
2402501-022,2402501-011,0.9999995776404453
2402502-020,2402502-001,1.0000004094072492
2402502-021,2402502-003,0.9999996896105885
2402503-025,2402503-016,0.9999994967723618
2402501-023,2402501-017,0.9999999342690198
2402504-008,2402504-003,0.9999999637165148
2402501-025,2402501-011,0.9999988468232522
2402501-015,2402501-001,0.025018034
2402501-015,2402501-005,0.6835354117231677
2402501-015,2402501-003,0.29144654450373647
2402501-002,2402501-002,0.39633408326251485
2402501-002,2402501-001,0.6036659044086308
2402501-017,2402501-009,0.999999987
2402501-016,2402501-013,1.0000000525080246
2402501-018,2402501-012,0.9999998322591699
2402501-027,2402501-008,0.9985603947612626
2402501-010,2402501-015,0.9981168268690607
2402501-007,2402501-002,0.2859583769736969
2402501-007,2402501-001,0.7140415924654874
2402501-026,2402501-010,0.2079467132950254
2402501-026,2402501-011,0.785498951
2402501-012,2402501-007,0.9325440361796163
2402501-012,2402501-006,0.067455885
2402501-009,2402501-005,0.9999997764722455
2402501-014,2402501-004,0.9999999268691572
2402501-011,2402501-007,0.5477632268823032
2402501-011,2402501-006,0.4522367744204636
2402501-020,2402501-014,0.9999999414964215
2402501-003,2402501-022,0.9999999832365931
2402501-019,2402501-021,1.0000000133765374
2402501-001,2402501-019,0.9999999273897253
2402501-041,2402501-018,0.9999996338817319
2402501-024,2402501-018,0.9999999692763533
2402501-008,2402501-005,0.025682718895998314
2402501-008,2402501-003,0.9743172424817583
2402501-013,2402501-010,0.4696306794645498
2402501-013,2402501-011,0.5303692865022727
2402501-006,2402501-020,0.9999998819619185
2402501-005,2402501-021,0.9999999336800949
2402501-004,2402501-017,0.6011978093772954
2402501-004,2402501-016,0.39880215191014906
2402501-045,2402501-016,0.997662428
2402501-021,2402501-007,0.058021454
2402501-021,2402501-004,0.31500279833564365
2402501-021,2402501-006,0.6269758830433644
2402502-015,2402502-007,0.9995633439088476
2402502-003,2402502-010,0.9996011400344529
2402502-010,2402502-007,0.9884281951760165
2402502-010,2402502-006,0.011571763
2402502-019,2402502-009,0.9999999666766507
2402502-014,2402502-008,0.6836915188309944
2402502-014,2402502-009,0.316288523
2402502-011,2402502-006,0.9766859737270603
2402502-011,2402502-002,0.023314018
2402502-002,2402502-001,0.9454484468982315
2402502-002,2402502-004,0.016650337735226943
2402502-002,2402502-002,0.033423046152233044
2402502-004,2402502-006,0.9999998740566167
2402505-004,2402505-003,0.9999999748291668
2402701-009,2402701-007,0.9999736675267118
2402701-021,2402701-021,0.9484510509021059
2402701-021,2402701-016,0.051538653
2402701-017,2402701-002,0.9999595868707788
2402701-019,2402701-004,0.9998982594388411
2402701-001,2402701-001,0.9999902982587805
2402701-015,2402701-015,0.6328828094436848
2402701-015,2402701-006,0.3178161304093654
2402701-015,2402701-003,0.048588662132034464
2402701-004,2402701-004,0.9999910986376298
2402701-003,2402701-003,0.45647921860092766
2402701-003,2402701-007,0.5435112142087835
2402701-006,2402701-006,0.067010961
2402701-006,2402701-003,0.9329714396325118
2402701-013,2402701-001,0.9999860995698913
2402701-008,2402701-002,0.9999818507819179
2402701-016,2402701-016,0.9999700923111278
2402701-012,2402701-012,0.9999775428606139
2402701-011,2402701-004,0.9999938108407284
2402701-005,2402701-005,0.9999651210048228
2402701-007,2402701-007,0.9999366058802259
2402701-010,2402701-005,0.9999797364609584
2402701-014,2402701-012,0.9999831609846085
2402702-012,2402702-012,0.9999791884332515
2402702-017,2402702-017,0.9999905660606353
2402702-014,2402702-022,0.21298982098064356
2402702-014,2402702-013,0.7869911897220537
2402702-023,2402702-008,0.9999903416992454
2402702-001,2402702-001,0.9999766828195076
2402702-004,2402702-004,0.5294720607633691
2402702-004,2402702-003,0.47051550507054124
2402702-020,2402702-022,0.46497873767739684
2402702-020,2402702-013,0.534999164
2402702-011,2402702-011,0.9999898304684476
2402702-010,2402702-010,0.9999809026565977
2402702-008,2402702-008,0.9999923020762784
2402702-018,2402702-006,0.9999784000606032
2402702-003,2402702-004,0.5842190363290166
2402702-003,2402702-003,0.41576655216892267
2402702-025,2402702-016,0.9999786130824809
2402703-006,2402703-001,0.9999952632191682
2402703-005,2402703-005,0.9999933556247429
2402704-004,2402704-003,0.9999971081008364
2402704-002,2402704-002,0.9999922537442515
2402705-015,2402705-013,0.9999749222643465
2402705-010,2402705-010,0.9999855392333867
2402705-001,2402705-001,0.9999941928626124
2402705-024,2402705-001,0.6244224264542929
2402705-024,2402705-024,0.3755654084203861
2402705-013,2402705-013,0.999976064
2402705-017,2402705-012,0.9999730291660174
2402705-004,2402705-004,0.9999799136481516
2402705-008,2402705-004,0.9999483765723443
2402705-003,2402705-003,0.9999673777226463
2402705-022,2402705-005,0.8367242620813305
2402705-022,2402705-010,0.16326902016320843
2402706-003,2402706-003,0.9999843893637409
2402706-004,2402706-004,0.9999833192961988
2402706-018,2402706-004,0.9999847019901724
2402706-030,2402706-007,0.9981369160260912
2402706-029,2402706-013,0.49726360362660166
2402706-029,2402706-021,0.5004556579400993
2402706-034,2402706-015,0.9999879087014664
2402706-024,2402706-002,0.9999862698019878
2402706-027,2402706-027,0.9999740202025963
2402706-025,2402706-003,0.9999745264577873
2402706-013,2402706-013,0.9999801721232175
2402706-019,2402706-013,0.9999921174535015
2402706-009,2402706-005,0.9999867137886147
2402706-005,2402706-005,0.9999852462982061
2402706-011,2402706-013,0.6875683732156473
2402706-011,2402706-031,0.31241270970682766
2402706-014,2402706-014,0.999984699
2402706-016,2402706-014,0.9999783382354738
2402703-004,2402703-004,0.9999784650324105
2402706-020,2402706-020,0.9999837785403844
2402706-028,2402706-028,0.9999944627125306
2402706-017,2402706-012,0.9999948202286468
2402706-012,2402706-012,0.9999628761552475
2402706-026,2402706-020,0.9999764547232218
2402706-021,2402706-021,0.9999813484615893
2402706-008,2402706-005,0.9999726070475453
2402706-033,2402706-001,0.9999820053228756
2402706-015,2402706-015,0.9999862681141726
2402706-022,2402706-012,0.9999807041797331
2402701-018,2402701-016,0.9999399535284375
2402701-020,2402701-012,0.9999744638580923
2402702-002,2402702-002,0.9999798312667422
2402702-016,2402702-016,0.999988962
2402702-009,2402702-009,0.9999740995380701
2402702-006,2402702-006,0.999977053
2402702-013,2402702-013,0.999985431
2402702-019,2402702-011,0.9999772547561107
2402702-005,2402702-017,0.33180335283587087
2402702-005,2402702-005,0.6681908992536835
2402702-026,2402702-026,0.8034827843030157
2402702-026,2402702-017,0.19648681498754988
2402702-015,2402702-005,0.9999687335520072
2402702-021,2402702-013,0.9999619703747737
2402702-007,2402702-007,0.9999903471074716
2402702-024,2402702-007,0.9999903153547229
2402702-022,2402702-017,0.9999879438227536
2402703-001,2402703-001,0.999995133
2402703-003,2402703-001,0.9999928948278018
2402703-002,2402703-002,0.9999942223578477
2402704-005,2402704-001,0.9999963426062213
2402704-003,2402704-003,0.9999952583987001
2402704-006,2402704-002,0.9999949085783287
2402704-001,2402704-001,0.9999986972133783
2402705-021,2402705-007,0.9999748993757717
2402705-007,2402705-007,0.9999711941479195
2402705-020,2402705-011,0.3436896202860294
2402705-020,2402705-006,0.6563079065026276
2402705-019,2402705-019,0.8625299867386214
2402705-019,2402705-001,0.1374669873575279
2402705-006,2402705-006,0.6053895762097161
2402705-006,2402705-010,0.3939823798394693
2402705-005,2402705-005,0.999989169
2402705-014,2402705-002,0.9999629914223855
2402705-018,2402705-012,0.9999716431977754
2402705-023,2402705-009,0.9999803896564906
2402705-016,2402705-016,0.9999568700885528
2402705-009,2402705-009,0.9999660145460473
2402705-011,2402705-011,0.9999968003181396
2402706-001,2402706-001,0.9999851600674396
2402706-007,2402706-007,0.9999933550063044
2402706-006,2402706-011,0.23613865376341028
2402706-006,2402706-006,0.7638367884149053
2402706-010,2402706-006,0.9999704420670026
2402706-035,2402706-027,0.9999862367358063
2402706-023,2402706-020,0.9999750238028505
2402706-032,2402706-028,0.9999752946417382
2402705-012,2402705-012,0.9999813978333622
2402705-002,2402705-002,0.9999534709876222
2402706-031,2402706-013,0.07827535
2402706-031,2402706-031,0.9216961359721142
2402706-002,2402706-002,0.9999736195360068
2402701-002,2402701-002,0.9999670668329245
2402901-001,2402901-001,0.9990256004747712
2402901-002,2402901-002,0.999124518
2402902-001,2402902-001,0.9998131249370937
2402903-002,2402903-002,0.9908779438697786
2402903-001,2402903-001,0.9989811395190652
2402904-001,2402904-002,0.012661178301682613
2402904-001,2402904-001,0.9810120307268425
2402904-002,2402904-002,0.9962474550708337
2402905-001,2402905-001,0.9971747397138215
2402906-001,2402906-001,0.9996445617133647
2402907-001,2402907-001,0.9997383564488127
2403101-003,2403101-003,0.9988990739106276
2403101-002,2403101-002,0.9993275543442977
2403101-001,2403101-001,0.875641258
2403101-001,2403101-007,0.12422293288486981
2403101-007,2403101-007,0.9992439456807051
2403101-005,2403101-008,0.31541655756808074
2403101-005,2403101-005,0.6831682399995241
2403101-006,2403101-006,0.9979060583041107
2403101-004,2403101-004,0.9920037811719131
2403102-004,2403102-004,0.9895814493024078
2403102-008,2403102-008,0.5996393064124862
2403102-008,2403102-007,0.39992132302373096
2403102-001,2403102-001,0.993842909
2403102-005,2403102-005,0.9935857160367575
2403102-006,2403102-006,0.2878002422676087
2403102-006,2403102-012,0.7058012206572439
2403102-003,2403102-003,0.9963324523633444
2403102-002,2403102-002,0.9983662879442536
2403102-009,2403102-010,0.999196728
2403102-011,2403102-011,0.9943502665344662
2403102-010,2403102-010,0.9999377243156173
2403103-001,2403103-001,0.9999139518831307
2403108-004,2403108-004,0.9995886576601231
2403108-007,2403108-018,0.041936035
2403108-007,2403108-007,0.6333881557443559
2403108-007,2403108-002,0.060684199
2403108-007,2403108-006,0.2637686615366768
2403108-002,2403108-016,0.2945332759263003
2403108-002,2403108-002,0.7020017964106504
2403108-009,2403108-009,0.9933604806168385
2403104-034,2403104-034,0.9994200669307293
2403105-005,2403105-013,0.11190167115367686
2403105-005,2403105-005,0.8737365597372102
2403106-001,2403106-001,0.9961520117926771
2403106-014,2403109-033,0.011521492396635257
2403106-014,2403106-014,0.9869915673495546
2403104-042,2403104-042,0.2592589373423924
2403104-042,2403104-042,0.4438823183149082
2403104-042,2403104-042,0.25850168678069496
2403104-042,2403104-020,0.032111604810009006
2403105-013,2403105-013,0.999926429
2403108-012,2403108-012,0.9993817185260941
2403104-001,2403104-001,0.9971687650890891
2403104-018,2403104-018,0.9977402122472191
2403104-014,2403104-014,0.9928045972344077
2403104-024,2403104-024,0.9994531390546643
2403105-019,2403105-019,0.99102683
2403105-001,2403105-001,0.9955246636804839
2403105-015,2403105-015,0.9994022711334773
2403108-015,2403108-010,0.999537428
2403105-017,2403105-017,0.9807484517333621
2403106-013,2403106-013,0.9800059473804886
2403106-003,2403106-017,0.012156493708162606
2403106-003,2403106-003,0.9864236587343201
2403105-022,2403105-022,0.9917622249599656
2403105-008,2403105-008,0.9934218053051284
2403105-014,2403105-014,0.9979427645901202
2403104-040,2403104-015,0.021982490384783906
2403104-040,2403104-007,0.971031151
2403104-006,2403104-006,0.9951008776934421
2403104-017,2403104-017,0.9904874392198278
2403104-037,2403104-027,0.036135522611469156
2403104-037,2403104-007,0.963864478
2403104-035,2403104-024,0.9996953342868092
2403104-021,2403104-021,0.9957261344024191
2403104-031,2403104-031,0.9961750367923699
2403105-010,2403105-010,0.9995314045469433
2403109-021,2403109-021,0.9991398023867663
2403109-025,2403109-025,0.9941331447592722
2403109-036,2403109-036,0.9958630912999269
2403109-027,2403109-027,0.9901935666386721
2403109-013,2403109-027,0.010432302362729705
2403109-013,2403109-013,0.9837493117457766
2403109-041,2403109-041,0.9841810945940951
2403109-041,2403109-026,0.014219748593382521
2403109-016,2403109-016,0.9970847353223203
2403109-003,2403109-003,0.9990308557126724
2403109-015,2403109-015,0.9977338694929033
2403109-022,2403109-022,0.9994988112791247
2403104-009,2403104-009,0.9997065863067295
2403109-018,2403109-018,0.9864311586683165
2403107-024,2403107-024,0.9991165894424618
2403107-016,2403107-016,0.9985375570474814
2403107-032,2403107-032,0.9909305731995065
2403107-023,2403107-023,0.9925183556323078
2403107-015,2403107-015,0.9995202794092755
2403107-018,2403107-018,0.9991928628026017
2403109-014,2403109-014,0.9886919806112994
2403109-032,2403109-032,0.027401342
2403109-032,2403109-045,0.33166785772934393
2403109-032,2403109-032,0.620975695
2403109-032,2403109-020,0.015067631680809719
2403107-028,2403107-028,0.998487859
2403107-012,2403107-012,0.9982699944397826
2403104-038,2403104-009,0.011214109
2403104-038,2403104-038,0.43268253485877683
2403104-038,2403104-038,0.48181141503118946
2403104-038,2403104-007,0.071056288
2403107-004,2403107-004,0.9968109066324241
2403104-004,2403104-004,0.9965559630961907
2403109-004,2403109-004,0.9962891860663776
2403109-012,2403109-012,0.7342623316889135
2403109-012,2403109-042,0.2607353539207825
2403107-020,2403107-020,0.9835559821099754
2403107-031,2403107-031,0.9973363512871065
2403113-004,2403113-004,0.9982501190396097
2403113-018,2403113-018,0.991831706
2403113-020,2403113-020,0.9981615041884322
2403113-063,2403113-063,0.9914053253689421
2403113-049,2403113-049,0.9994628086324301
2403113-002,2403113-002,0.994071025
2403113-024,2403113-024,0.999882621
2403113-058,2403113-058,0.9828012896846143
2403109-031,2403109-031,0.9578448555652038
2403109-031,2403104-014,0.037865441391574634
2403113-016,2403113-016,0.9948766135755337
2403113-007,2403113-007,0.9954000226283065
2403113-061,2403113-061,0.997624193
2403113-044,2403113-044,0.9986321643348195
2403113-064,2403113-064,0.9969111865347717
2403113-005,2403113-005,0.9964655120459553
2403113-025,2403113-025,0.9850004776084427
2403113-055,2403113-055,0.9986311153149796
2403110-007,2403110-007,0.9951616257935141
2403113-001,2403113-001,0.9992715440656131
2403110-005,2403110-005,0.9996424491439999
2403113-037,2403113-037,0.9920030143690438
2403113-023,2403113-023,0.9912817946201683
2403113-006,2403113-006,0.9943577833692131
2403113-039,2403113-039,0.996366438
2403113-059,2403113-059,0.986922212
2403110-010,2403110-010,0.9992807934396192
2403110-009,2403110-009,0.9996782825490218
2403112-004,2403112-004,0.9995496902991868
2403112-001,2403112-005,0.47839056880156733
2403112-001,2403112-006,0.072926748
2403112-001,2403112-001,0.4472756971846173
2403113-010,2403113-010,0.9698165949170717
2403113-010,2403113-065,0.023378999
2403113-008,2403113-008,0.9943170705878259
2403110-004,2403110-004,0.9992864015197659
2403110-011,2403110-011,0.9906276952863637
2403113-056,2403113-056,0.9993090911721992
2403113-032,2403113-044,0.010896696014157077
2403113-032,2403113-032,0.9885804336498815
2403113-057,2403113-057,0.9966055813107778
2403113-019,2403113-019,0.9964538117932731
2403113-051,2403113-051,0.9906241477328703
2403113-035,2403113-035,0.9877335965384211
2403113-036,2403113-036,0.9889454791799231
2403113-029,2403113-029,0.9839626813679043
2403109-028,2403109-007,0.010253737993394645
2403109-028,2403109-015,0.013012039113966528
2403109-028,2403109-028,0.9752245932266389
2403104-023,2403110-001,0.012238612
2403104-023,2403104-023,0.987479973
2403113-070,2403113-045,0.9986072271533889
2403102-007,2403102-007,0.999845111
2403103-002,2403103-002,0.9999118646077729
2403108-001,2403108-001,0.9963778234488486
2403108-008,2403108-008,0.9947163597520832
2403108-006,2403108-010,0.3705755112522267
2403108-006,2403108-006,0.6247376599452552
2403108-010,2403108-010,0.9976563163856863
2403108-011,2403108-011,0.9971348762533486
2403108-003,2403104-034,0.026514342708934727
2403108-003,2403108-003,0.9686130868373231
2403108-014,2403108-005,0.9996232084700944
2403104-016,2403104-016,0.9762310992518579
2403104-016,2403104-003,0.010179019
2403106-009,2403106-009,0.9940039568517015
2403106-002,2403106-002,0.9976690181708209
2403106-006,2403106-006,0.9993707168857715
2403106-007,2403106-007,0.9934525795574528
2403104-029,2403104-023,0.9975676027991244
2403104-020,2403104-020,0.9975903903741341
2403105-018,2403105-018,0.9969562765482173
2403108-005,2403108-005,0.999625162
2403104-012,2403104-012,0.9995452927821831
2403104-027,2403104-027,0.9907875805583772
2403104-002,2403104-002,0.9848094247557775
2403104-010,2403104-010,0.9961918926008021
2403104-026,2403104-026,0.9889283630685562
2403105-004,2403105-004,0.973132482
2403105-004,2403105-012,0.025716806091252178
2403105-006,2403105-006,0.9512686230640989
2403105-006,2403105-005,0.040413175278881296
2403105-021,2403105-021,0.9990046927141596
2403105-023,2403105-023,0.999496204
2403105-003,2403105-003,0.9991765632380099
2403105-009,2403105-009,0.9991526665710595
2403104-003,2403104-003,0.9943076770684481
2403105-016,2403113-061,0.010535418
2403105-016,2403105-016,0.9891479269890643
2403106-005,2403106-005,0.9974735850223727
2403106-016,2403109-003,0.069110718
2403106-016,2403106-003,0.9305628916830521
2403106-015,2403106-015,0.9993367253120286
2403106-004,2403106-004,0.9908519658743503
2403105-002,2403105-002,0.9991017152882185
2403105-012,2403105-004,0.041014573
2403105-012,2403105-012,0.9569816947347733
2403105-011,2403105-011,0.9917358079116801
2403106-011,2403106-011,0.9998081228687812
2403106-010,2403106-007,0.011472324794045342
2403106-010,2403106-010,0.9880367347391998
2403104-036,2403104-034,0.9959076452767212
2403104-028,2403104-028,0.9824626369213421
2403104-007,2403104-007,0.9962557835524556
2403104-008,2403104-008,0.9989839747247783
2403104-033,2403104-033,0.9945962574530584
2403104-005,2403104-005,0.9918049099885711
2403104-025,2403104-025,0.9957877585430464
2403106-008,2403106-008,0.9970079996927989
2403104-019,2403104-019,0.9988664179605782
2403104-013,2403104-013,0.9974072499467617
2403104-032,2403104-032,0.9996597829885285
2403109-033,2403109-033,0.6662834975254347
2403109-033,2403109-044,0.3318599090799122
2403109-034,2403109-018,0.013971519364668698
2403109-034,2403109-034,0.9852073012926629
2403109-038,2403109-038,0.9982701719952007
2403109-029,2403109-029,0.9934442912915005
2403109-030,2403109-030,0.9870966985458922
2403109-040,2403109-040,0.9979228862837073
2403109-005,2403109-005,0.7171377532380632
2403109-005,2403109-042,0.11313496542808082
2403109-005,2403109-046,0.153566612
2403109-002,2403109-002,0.9915459346224488
2403109-008,2403109-008,0.9955725757461655
2403109-035,2403109-035,0.9940291150759564
2403109-007,2403109-005,0.020816926186753987
2403109-007,2403109-007,0.977727424
2403109-020,2403109-020,0.9949800154203712
2403109-009,2403109-009,0.9996429470960144
2403109-006,2403109-006,0.9859350964157824
2403109-037,2403109-047,0.044106904
2403109-037,2403109-037,0.9524947641505914
2403107-025,2403104-031,0.021027201475383367
2403107-025,2403107-025,0.9783643178234478
2403107-003,2403107-003,0.9991701899457324
2403104-041,2403104-034,0.022696179548236734
2403104-041,2403104-001,0.9772707885468609
2403107-010,2403107-010,0.9900773716017874
2403107-009,2403107-009,0.9911665173138395
2403107-027,2403107-027,0.995445586
2403107-019,2403107-019,0.9967960295555107
2403107-011,2403107-011,0.9921525159217738
2403107-002,2403107-002,0.9997728287348948
2403107-022,2403107-022,0.992105966
2403107-005,2403107-005,0.9986792404069997
2403107-006,2403107-006,0.9983047293801278
2403109-001,2403109-001,0.9909615055944314
2403107-021,2403107-021,0.98365637
2403107-021,2403107-006,0.015781676378037363
2403107-026,2403107-011,0.025294531131833088
2403107-026,2403107-026,0.9649133551229431
2403109-024,2403109-024,0.9700739739687012
2403109-024,2403109-016,0.018578676
2403107-008,2403107-008,0.9955147276751362
2403109-010,2403109-043,0.39704600881451346
2403109-010,2403109-010,0.593467194
2403104-030,2403104-005,0.01660923
2403104-030,2403104-030,0.9798486881859371
2403107-013,2403107-013,0.9978012762249946
2403104-015,2403104-015,0.9883998260474246
2403104-011,2403104-011,0.9801559595406254
2403107-001,2403107-001,0.9903285094591976
2403109-011,2403109-011,0.9960801541884364
2403107-007,2403107-007,0.996210308
2403113-003,2403113-003,0.9954597581018394
2403113-038,2403113-038,0.9887077220120377
2403113-034,2403113-034,0.9948102598049189
2403113-040,2403113-040,0.6322109321290272
2403113-040,2403113-027,0.2751958181867386
2403113-040,2403113-034,0.092127411
2403111-000,2403111-000,0.9998585438628155
2403113-022,2403113-022,0.993918003
2403113-021,2403113-021,0.9975165789752102
2403113-042,2403113-042,0.9879712271550156
2403113-071,2403113-071,0.9980454756079605
2403113-015,2403113-015,0.9984724025159065
2403113-068,2403113-068,0.9876345130997927
2403113-068,2403317-003,0.017977993
2403113-067,2403317-011,0.020483505
2403113-067,2403113-067,0.9996700103604508
2403113-027,2403113-040,0.18500849451001689
2403113-027,2403113-027,0.8130547997312134
2403113-031,2403113-031,0.9953799430073869
2403113-014,2403113-014,0.9927583812177737
2403110-001,2403110-001,0.9979149192042678
2403110-003,2403110-003,0.9838042832988797
2403110-002,2403110-002,0.9970052836395061
2403112-002,2403112-002,0.9997929472306422
2403112-003,2403112-003,0.99959690059395645
2403112-005,2403112-005,0.9995382552146073
2403113-047,2403113-047,0.9907031888930264
2403113-050,2403113-050,0.9976993193940183
2403113-013,2403113-013,0.9993194969847872
2403110-006,2403110-006,0.9960272609500398
2403110-012,2403110-012,0.9996904256015613
2403110-013,2403110-013,0.9988887056908161
2403113-060,2403113-061,0.9980438260579007
2403113-030,2403113-028,0.9969465576435523
2403113-053,2403113-053,0.9993282729854502
2403113-052,2403113-052,0.9992981218834338
2403113-033,2403113-033,0.9890998793763457
2403113-046,2403113-046,0.988011278
2403113-045,2403113-045,0.9936795519424095
2403113-011,2403113-011,0.9925591298619648
2403113-043,2403113-043,0.9947969132626858
2403113-028,2403113-028,0.9939644496146329
2403113-069,2403113-069,0.9903215017311657
2403113-065,2403113-065,0.9929101111580679
2403109-026,2403109-026,0.9977294117235932
2403113-054,2403113-071,0.013699340538433762
2403113-054,2403113-054,0.9857360537844814
2403104-043,2403104-027,0.10568875774399225
2403109-039,2403109-039,0.9522947734151328
2403109-039,2403109-020,0.039784901
2403307-013,2403307-013,0.9904281235028474
2403307-014,2403307-014,0.9994219310082657
2403307-006,2403307-006,0.9980610060757362
2403307-011,2403307-011,0.9929120943126944
2403307-001,2403307-001,0.9909129083463253
2403307-019,2403307-019,0.9798632836296914
2403307-023,2403307-023,0.9961711421115058
2403307-018,2403307-018,0.9780759981685581
2403307-018,2403307-022,0.017321072
2403314-010,2403314-010,0.584447818
2403314-010,2403314-024,0.4105060755214441
2403308-001,2403308-001,0.9995610704783675
2403309-001,2403309-001,0.9372574300465306
2403309-001,2403309-005,0.011336287152767768
2403309-001,2403309-016,0.048701407
2403309-002,2403309-002,0.9876908311139277
2403309-002,2403309-003,0.011017642160210629
2403309-010,2403309-019,0.040154576532476845
2403309-010,2403309-010,0.9502695861854141
2403309-008,2403309-008,0.9861651082244451
2403309-004,2403309-004,0.5155200687993047
2403309-004,2403309-017,0.4838893883851677
2403309-011,2403309-011,0.8265951287138772
2403309-011,2403309-020,0.16758528411541365
2403309-009,2403309-009,0.9986534885196126
2403310-003,2403310-003,0.9931285669555034
2403310-007,2403310-007,0.9881081688067083
2403310-009,2403310-009,0.9936896855017111
2403310-011,2403310-010,0.023612490662209322
2403310-011,2403310-011,0.965232635
2403310-011,2403310-007,0.010228440382710282
2403310-013,2403310-013,0.9827305052011158
2403310-002,2403310-005,0.035299501
2403310-002,2403310-002,0.9633786740652583
2403310-012,2403310-012,0.9875171222033048
2403310-014,2403310-014,0.9999817155658792
2403311-003,2403311-003,0.6820216070915632
2403311-003,2403311-007,0.3112392660744066
2403311-004,2403311-008,0.48806416019664284
2403311-004,2403311-004,0.5051136778985093
2403311-005,2403311-005,0.9884771910318534
2403312-015,2403312-015,0.998966471
2403312-010,2403312-019,0.6331346263275456
2403312-010,2403312-010,0.36534337996157523
2403312-013,2403312-013,0.9920389428755253
2403312-006,2403312-006,0.9990086082244232
2403312-004,2403312-004,0.9983890324393289
2403312-003,2403312-003,0.9941367186573323
2403312-001,2403312-001,0.9894443936490253
2403312-012,2403312-012,0.98933013365185285
2403312-005,2403312-005,0.9941542631982604
2403312-007,2403312-007,0.9980948198286668
2403312-016,2403312-016,0.9709166560033999
2403312-016,2403312-018,0.025295397660323855
2403313-010,2403313-010,0.3239166554100542
2403313-010,2403313-031,0.2113566935790402
2403313-010,2403313-030,0.4555294176176537
2403313-009,2403313-009,0.5198437286876931
2403313-009,2403313-029,0.47556842387173986
2403313-017,2403313-017,0.9990123590266179
2403313-003,2403313-027,0.010839197284081925
2403313-003,2403313-003,0.9812831762104244
2403313-001,2403313-001,0.989937576
2403313-020,2403313-020,0.9893211651288458
2403313-011,2403313-011,0.6811822206155674
2403313-011,2403313-032,0.3114158973170094
2403313-004,2403313-006,0.015348227035065836
2403313-004,2403313-004,0.9833063847072601
2403313-012,2403313-012,0.985484074
2403313-024,2403313-023,0.010326301196145669
2403313-024,2403313-024,0.9896618571963145
2403313-023,2403313-010,0.011412603957550395
2403313-023,2403313-036,0.45507242901748285
2403313-023,2403313-023,0.5246791118480395
2403313-006,2403313-006,0.9916301121253727
2403313-022,2403313-017,0.026050429985697163
2403313-022,2403313-022,0.9728655719085766
2403313-018,2403313-035,0.039059326
2403313-018,2403313-018,0.9577638533645049
2403314-016,2403314-016,0.9992855449281576
2403314-014,2403314-014,0.9933590116040502
2403314-013,2403314-013,0.9979060597680793
2403314-005,2403314-005,0.9899677896416613
2403314-002,2403314-002,0.8482533599799962
2403314-002,2403314-021,0.14580034478775816
2403314-008,2403314-008,0.9980438847114842
2403314-004,2403314-004,0.9980877303010507
2403314-011,2403314-011,0.9992187261137232
2403314-006,2403314-006,0.9991430898176774
2403315-005,2403315-005,0.9986606711091325
2403315-006,2403315-006,0.7021233718535412
2403315-006,2403315-008,0.2785697241766441
2403315-001,2403315-001,0.992761989
2403316-004,2403316-004,0.9853330902111954
2403316-002,2403316-002,0.9840074822948867
2403316-002,2403317-002,0.011039962
2403316-005,2403316-005,0.98597230980180794
2403318-007,2403318-007,0.9911507894495989
2403318-010,2403318-010,0.9973890232350333
2403318-013,2403318-013,0.9958283928506387
2403318-011,2403318-011,0.9960164302098721
2403318-015,2403318-018,0.065919703
2403318-015,2403318-015,0.9299133631918088
2403318-001,2403318-001,0.9987881578699863
2403318-012,2403318-012,0.9196153752287088
2403318-012,2403318-005,0.014060892415899645
2403318-012,2403302-007,0.063258558
2403319-003,2403319-003,0.9919924087354424
2403319-004,2403319-004,0.9855252941458655
2403319-005,2403319-004,0.022015482229116985
2403319-005,2403319-005,0.931573002
2403319-005,2403319-001,0.037542970006671804
2403320-004,2403320-004,0.9929177028761997
2403320-014,2403320-014,0.9837958987216456
2403320-014,2403320-012,0.010365677235328458
2403320-012,2403320-012,0.969212234
2403320-012,2403320-013,0.013466860420286475
